Name,Precursor_type,NCE,CE,Ion_mode,InChIKey,Formula,Ionization,PrecursorMZ,SMILES,RT,MSMS,intensity,TQ_CE
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,121.0,0.0339,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,53.0,0.0307,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,55.0,0.0289,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,79.0,0.0288,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,66.0,0.0282,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,107.0,0.0277,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,109.0,0.0256,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,64.0,0.0242,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,92.0,0.0193,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,95.0,0.0166,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,108.0,0.013,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,67.1,0.0106,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,68.0,0.0086,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,52.0,0.0084,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,78.0,0.0073,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,76.0,0.0066,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,69.0,0.005,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,62.0,0.0034,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,80.0,0.0033,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,126.1,0.0022,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,77.0,0.0021,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,53.0,0.0019,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,96.0,0.0018,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,92.0,0.0013,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,126.1,0.0013,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,160.0,80.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,79.1,0.0009,56
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,53.0,0.1422,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,51.0,0.1014,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,66.0,0.0937,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,63.0,0.0805,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,65.0,0.0588,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,94.0,0.049,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,77.0,0.0464,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,53.0,0.0391,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,50.0,0.0338,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,55.0,0.0307,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,105.0,0.0284,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,79.0,0.0284,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,64.0,0.0282,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,66.0,0.026,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,81.0,0.0258,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,121.0,0.0216,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,107.0,0.0189,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,92.0,0.0147,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,109.0,0.0141,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,95.0,0.0122,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,108.0,0.0104,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,52.0,0.0104,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,69.0,0.0098,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,62.0,0.0092,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,67.1,0.0078,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,76.0,0.0075,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,78.0,0.0075,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,80.0,0.0056,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,77.0,0.0056,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,53.0,0.0044,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,77.0,0.0041,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,65.0,0.0038,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,51.0,0.0031,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,92.0,0.0029,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,68.0,0.0016,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,63.0,0.0015,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,105.0,0.0013,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,79.1,0.0012,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,93.0,0.0011,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,93.0,0.0011,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,61.0,0.001,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,126.1,0.001,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,126.0,0.0008,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,69.0,0.0008,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,75.0,0.0008,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,54.0,0.0007,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,122.0,0.0006,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,94.0,0.0006,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H-C3H7N]+,160.0,62.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,195.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,67.0,0.0004,45
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,15.0,7.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,195.1,0.7941,13
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,15.0,7.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,252.1,0.2059,13
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,130.0,65.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,53.0,0.1288,47
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,130.0,65.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,77.0,0.0739,47
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,130.0,65.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,81.0,0.0702,47
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,130.0,65.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,109.0,0.0578,47
"N-Cyclopropyl-3,4,5-trimethoxybenzamide",[M+H]+,130.0,65.0,P,SJPYUSAXGYQKLM-UHFFFAOYSA-N,C13H17NO4,ESI,252.1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CC2,10.72,121.0,0.0567,47
